feature,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
21.10. ИНДЕКСЫ ЦЕН ПРОИЗВОДИТЕЛЕЙ ПРОМЫШЛЕННЫХ ТОВАРОВ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ  21.10.2. Индексы цен производителей промышленных товаров в соответствии с ОКВЭД2- всего,,,,,,,,,,,,,,102.6,104.7,112.4,104.9,111.3,105.27,
21.10. ИНДЕКСЫ ЦЕН ПРОИЗВОДИТЕЛЕЙ ПРОМЫШЛЕННЫХ ТОВАРОВ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ   21.10.3. Добыча полезных ископаемых в соответствии с ОКВЭД  в 2000-2016 гг.,141.1,62.16,140.85,108.59,148.4,135.4,93.54,195.51,44.27,219.66,104,,95.4,109.9,93.5,117.3,100,,,
21.10. ИНДЕКСЫ ЦЕН ПРОИЗВОДИТЕЛЕЙ ПРОМЫШЛЕННЫХ ТОВАРОВ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ  21.10.4.  Добыча полезных ископаемых в соответствии с ОКВЭД2,,,,,,,,,,,,,,110.2,93,117.2,101.4,144.1,102.53,
21.10. ИНДЕКСЫ ЦЕН ПРОИЗВОДИТЕЛЕЙ ПРОМЫШЛЕННЫХ ТОВАРОВ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ 21.10.5. Обрабатывающие производства в соответствии с ОКВЭД в 2000-2016 гг.,130.69,105.17,109.22,111.8,120.83,112.74,109.25,120.25,93.93,108.74,119.4,,104.0,101.8,107,112.9,105.6,,,
21.10. ИНДЕКСЫ ЦЕН ПРОИЗВОДИТЕЛЕЙ ПРОМЫШЛЕННЫХ ТОВАРОВ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ 21.10.6. Обрабатывающие производства в соответствии с ОКВЭД2,,,,,,,,,,,,,,100.2,107.9,112.1,105.9,105.5,106.13,
"21.10. ИНДЕКСЫ ЦЕН ПРОИЗВОДИТЕЛЕЙ ПРОМЫШЛЕННЫХ ТОВАРОВ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ  21.10.7. Производство и распределение электроэнергии, газа и воды в соответствии с ОКВЭД в 2000-2016 гг.",135.5,140.06,110,102.19,127.36,122.99,105.33,122.48,119.03,118.1,117.3,,106.5,109.1,100.8,106.9,102.3,,,
"21.10. ИНДЕКСЫ ЦЕН ПРОИЗВОДИТЕЛЕЙ ПРОМЫШЛЕННЫХ ТОВАРОВ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ 21.10.8. Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",,,,,,,,,,,,,,110.7,100.9,107.2,102.9,104.4,103.99,
"21.10. ИНДЕКСЫ ЦЕН ПРОИЗВОДИТЕЛЕЙ ПРОМЫШЛЕННЫХ ТОВАРОВ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ 21.10.9. Водоснабжение; водоотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений",,,,,,,,,,,,,,,,,103.7,102.7,102.41,
21.11. ИНДЕКСЫ ЦЕН ПРОИЗВОДИТЕЛЕЙ  СЕЛЬСКОХОЗЯЙСТВЕННОЙ ПРОДУКЦИИ И ПРИОБРЕТЕНИЯ ТОВАРОВ И УСЛУГ СЕЛЬСКОХОЗЯЙСТВЕННЫМИ ОРГАНИЗАЦИЯМИ 21.11.1.  Индекс цен производителей сельскохозяйственной продукции,153.3,126.4,101,103.7,123.6,114.7,104,114.9,120.5,101.2,114.6,112.3,99.8,112.4,114.7,110.2,102.5,103.7,93.3,
21.11. ИНДЕКСЫ ЦЕН ПРОИЗВОДИТЕЛЕЙ СЕЛЬСКОХОЗЯЙСТВЕННОЙ ПРОДУКЦИИ И ПРИОБРЕТЕНИЯ ТОВАРОВ И УСЛУГ СЕЛЬСКОХОЗЯЙСТВЕННЫМИ ОРГАНИЗАЦИЯМИ  21.11.2.  Индекс цен приобретения промышленных товаров и услуг,165.4,117.5,113,116,128.7,117.5,107.4,110.5,123.3,98.2,109.5,109.3,106.7,107.8,106.5,115.3,106.4,99.4,103.1,
ДИНАМИКА ЦЕН В ПРОИЗВОДСТВЕННОМ СЕКТОРЕ 21.12. ИНДЕКСЫ ЦЕН ПРОИЗВОДИТЕЛЕЙ НА СТРОИТЕЛЬНУЮ ПРОДУКЦИЮ (декабрь к декабрю предыдущего года; в процентах),139.5,117.9,117.3,120.8,118.4,118.7,120.7,125.1,117.5,96.7,106.5,110.9,109.6,99,110.3,103.7,96.2,105.3,100.7,
ДИНАМИКА ЦЕН В ПРОИЗВОДСТВЕННОМ СЕКТОРЕ 21.13. ИНДЕКСЫ ТАРИФОВ НА ГРУЗОВЫЕ ПЕРЕВОЗКИ (декабрь к декабрю предыдущего года; в процентах),121.62,142.62,199.26,115.84,100.59,109.6,132.26,115.45,130.41,96.51,134.5,113.8,106.6,116.7,104.7,100.7,112.4,101.9,101.9,
9.1. ВАЛОВОЙ РЕГИОНАЛЬНЫЙ ПРОДУКТ   (миллионов рублей),186154.4,213740,250596,305086.1,391116,482759.2,605911.5,757401.4,926056.7,885064.0,1001622.8,1305947.0,1437001.0,1551472.1,1661413.8,1867258.7,1933091.5,2114176.1,,
9.2. ВАЛОВОЙ РЕГИОНАЛЬНЫЙ ПРОДУКТ на душу населения  (рублей),49139.3,56479.2,66298.7,80809.2,103726.8,128226.9,161045.9,201172.1,245628.5,234206.4,264561.7,344092.5,376907.1,405069.9,431913.8,483509.9,498606.1,543522.4,,
9.3. ИНДЕКС ФИЗИЧЕСКОГО ОБЪЕМА ВАЛОВОГО РЕГИОНАЛЬНОГО ПРОДУКТА (в постоянных ценах; в процентах к предыдущему году),107,111,103.6,107.4,105.3,105.5,108.5,110.7,107.7,96.6,104.3,105.7,105.5,102.4,102.1,100.0,101.0,101.6,,
9.4. ФАКТИЧЕСКОЕ КОНЕЧНОЕ ПОТРЕБЛЕНИЕ ДОМАШНИХ ХОЗЯЙСТВ НА ТЕРРИТОРИИ СУБЪЕКТОВ РОССИЙСКОЙ ФЕДЕРАЦИИ 9.4.1. Всего (в текущих рыночных ценах; миллионов рублей),75595.7,104966.7,137532.3,170031.2,212169.2,273476.1,353915.9,458303.8,582704.0,623125.6,708132.5,858315.9,995573.6,1100934.9,1178997.2,1190076.6,1239989.2,1307677.8,,
9.4. ФАКТИЧЕСКОЕ КОНЕЧНОЕ ПОТРЕБЛЕНИЕ ДОМАШНИХ ХОЗЯЙСТВ НА ТЕРРИТОРИИ СУБЪЕКТОВ РОССИЙСКОЙ ФЕДЕРАЦИИ  9.4.2. Расходы домашних хозяйств (в текущих рыночных ценах; миллионов рублей),60946.9,86407.5,110032,138813.1,176892.6,236519.7,309452.7,402771.7,522484.3,562107.8,644337.7,770879.6,894062.4,978251.7,1042870.2,1049662.6,1094971.8,1152626.3,,
9.4. ФАКТИЧЕСКОЕ КОНЕЧНОЕ ПОТРЕБЛЕНИЕ ДОМАШНИХ ХОЗЯЙСТВ НА ТЕРРИТОРИИ СУБЪЕКТОВ РОССИЙСКОЙ ФЕДЕРАЦИИ  9.4.3. Социальные трансферты в натуральной форме (в текущих рыночных ценах; миллионов рублей),14648.8,18559.2,27500.3,31218.1,35276.6,36956.4,44463.2,55532.1,60219.7,61017.8,63794.8,87436.3,101511.2,122683.2,136127,140414.0,145078.4,155051.5,,
9.5. ФАКТИЧЕСКОЕ КОНЕЧНОЕ ПОТРЕБЛЕНИЕ ДОМАШНИХ ХОЗЯЙСТВ на душу населения НА ТЕРРИТОРИИ СУБЪЕКТОВ РОССИЙСКОЙ ФЕДЕРАЦИИ (в текущих рыночных ценах; рублей),19955,27736.7,36386.1,45036.8,56268.8,72638.7,94067.7,121729.3,154557.2,164892.0,187041.2,226150.1,261126.3,287440.3,306501.1,308159.7,319848.6,336184.0,,
9.6. ВАЛОВОЕ НАКОПЛЕНИЕ ОСНОВНОГО КАПИТАЛА в 2000-2015 гг. ;2) (в текущих рыночных ценах; миллионов рублей),46414.0,64706.3,65554.0,76150.3,105707.5,144398.4,166735.6,219571.1,278786.6,282902.0,345757.6,409617.2,490650.9,541859.8,560879.9,584180.6,,,,
8.1. ЗЕМЕЛЬНАЯ ПЛОЩАДЬ ПО ВИДАМ УГОДИЙ   8.1.1. Сельскохозяйственные угодья (на конец года; тысяч га),,,,,,4561.9,,,,,4537.1,4534.7,4538.4,4538.0,4546.1,4540.7,4541.3,4539.4,4538.1,
8.1. ЗЕМЕЛЬНАЯ ПЛОЩАДЬ ПО ВИДАМ УГОДИЙ   8.1.2. Лесные земли (на конец года; тысяч га),,,,,,1195.6,,,,,1197.5,1197.8,1197.2,1197.8,1199.1,1199.1,1199.1,1199.1,1199.2,
"8.1. ЗЕМЕЛЬНАЯ ПЛОЩАДЬ ПО ВИДАМ УГОДИЙ   8.1.3. Поверхностные воды, включая болота (на конец года; тысяч га)",,,,,,535.7,,,,,533.8,533.9,520.4,516.2,504.8,504.6,502.4,502.20000000000005,502.1,
"8.2. ВЫБРОСЫ ЗАГРЯЗНЯЮЩИХ ВЕЩЕСТВ В АТМОСФЕРНЫЙ ВОЗДУХ, ОТХОДЯЩИХ ОТ СТАЦИОНАРНЫХ ИСТОЧНИКОВ;2) (тысяч тонн)",279.0,260.0,253.0,270.0,240.0,240.0,285.0,266.0,274.0,268.0,263.0,278.0,288.0,298.0,294.0,294.0,338.0,286.0,394.0,
"8.3. ВЫБРОСЫ ЗАГРЯЗНЯЮЩИХ АТМОСФЕРУ ВЕЩЕСТВ, ОТХОДЯЩИХ ОТ СТАЦИОНАРНЫХ ИСТОЧНИКОВ, ПО ОТНОШЕНИЮ К ПОКАЗАТЕЛЯМ 2007 года; 2);3) (процентов)",,,,,,,,,,,98.7,104.4,108.2,112.0,110.3,110.3,127.1,107.4,147.9,
"8.4. УЛАВЛИВАНИЕ ЗАГРЯЗНЯЮЩИХ АТМОСФЕРУ ВЕЩЕСТВ, ОТХОДЯЩИХ ОТ СТАЦИОНАРНЫХ ИСТОЧНИКОВ;2) (тысяч тонн)",217,221,253,289,231,311,360,391,381,358,329,322,310,521,427,437,495,463,392,
8.5. ДОЛЯ УЛОВЛЕННЫХ И ОБЕЗВРЕЖЕННЫХ ЗАГРЯЗНЯЮЩИХ АТМОСФЕРУ ВЕЩЕСТВ В ОБЩЕМ КОЛИЧЕСТВЕ ОТХОДЯЩИХ ЗАГРЯЗНЯЮЩИХ ВЕЩЕСТВ ОТ СТАЦИОНАРНЫХ ИСТОЧНИКОВ; 2);3) (в процентах),43.8,45.9,50,51.7,49,56.5,55.8,59.5,58.2,57.1,55.6,53.7,51.8,63.6,59.2,59.8,59.4,61.8,49.9,
8.6. ИСПОЛЬЗОВАНИЕ СВЕЖЕЙ ВОДЫ (миллионов кубических метров),916.0,913.0,875.0,866.0,782.0,739.0,703.0,677.0,680.0,638.0,639.0,622.0,693.0,747.0,724.0,720.0,744.0,691.0,663.0,
8.7. ОБЪЕМ ОБОРОТНОЙ И ПОСЛЕДОВАТЕЛЬНО ИСПОЛЬЗУЕМОЙ ВОДЫ (миллионов кубических метров),4917.0,4789.0,4658.0,4945.0,4987.0,4907.0,5164.0,5216.0,5399.0,5268.0,5383.0,5502.0,5076.0,4657.0,4635.0,4794.0,5252.0,5348.0,5569.0,
8.8. СБРОС ЗАГРЯЗНЕННЫХ СТОЧНЫХ ВОД В ПОВЕРХНОСТНЫЕ ВОДНЫЕ ОБЪЕКТЫ (миллионов кубических метров),572.0,547.0,534.0,534.0,543.0,529.0,512.0,493.0,477.0,439.0,490.0,498.0,480.0,467.0,439.0,382.0,325.0,320.0,296.0,
13.1. Объем промышленной продукции в 2000-2004 гг.  (соответствии с ОКОНХ; в фактически действовавших ценах; миллионов рублей),191300,215251,235855,281847,369810,,,,,,,,,,,,,,,
"13.2. ОБЪЕМ ОТГРУЖЕННЫХ ТОВАРОВ СОБСТВЕННОГО ПРОИЗВОДСТВА, ВЫПОЛНЕННЫХ РАБОТ И УСЛУГ СОБСТВЕННЫМИ СИЛАМИ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ 13.2.1. «Добыча полезных ископаемых» в соответствии с ОКВЭД (в фактически действовавших ценах; миллионов рублей)",,,,,,197226,203086,232786.0,268193.0,281542.0,307284.0,373952.0,363156.0,367108.0,368991.0,439139.0,443069,,,
"13.2. ОБЪЕМ ОТГРУЖЕННЫХ ТОВАРОВ СОБСТВЕННОГО ПРОИЗВОДСТВА, ВЫПОЛНЕННЫХ РАБОТ И УСЛУГ СОБСТВЕННЫМИ СИЛАМИ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ 13.2.2.  «Добыча полезных ископаемых» в соответствии с ОКВЭД2  (в фактически действовавших ценах; миллионов рублей)",,,,,,,,,,,,,,,,,,547515,689612,
"13.2. ОБЪЕМ ОТГРУЖЕННЫХ ТОВАРОВ СОБСТВЕННОГО ПРОИЗВОДСТВА, ВЫПОЛНЕННЫХ РАБОТ И УСЛУГ СОБСТВЕННЫМИ СИЛАМИ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ 13.2.3. «Обрабатывающие производства» в соответствии с ОКВЭД  (в фактически действовавших ценах; миллионов рублей)",,,,,,261113,364382,469758.0,598467.0,504914.0,672165.0,864115.0,995068.0,1060483.0,1183555.0,1369000.0,1432843.0,,,
"13.2. ОБЪЕМ ОТГРУЖЕННЫХ ТОВАРОВ СОБСТВЕННОГО ПРОИЗВОДСТВА, ВЫПОЛНЕННЫХ РАБОТ И УСЛУГ СОБСТВЕННЫМИ СИЛАМИ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ 13.2.4.  «Обрабатывающие производства» в соответствии с ОКВЭД2 (в фактически действовавших ценах; миллионов рублей)",,,,,,,,,,,,,,,,,,1596330.0,1930682.0,
"13.2. ОБЪЕМ ОТГРУЖЕННЫХ ТОВАРОВ СОБСТВЕННОГО ПРОИЗВОДСТВА, ВЫПОЛНЕННЫХ РАБОТ И УСЛУГ СОБСТВЕННЫМИ СИЛАМИ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ 13.2.5. «Производство и распределение электроэнергии, газа и воды» в соответствии с ОКВЭД  (в фактически действовавших ценах; миллионов рублей)",,,,,,41495,44887,55644.0,66223.0,81105.0,90876.0,107240.0,109757.0,121566.0,126046.0,126650.0,133430.0,,,
"13.2. ОБЪЕМ ОТГРУЖЕННЫХ ТОВАРОВ СОБСТВЕННОГО ПРОИЗВОДСТВА, ВЫПОЛНЕННЫХ РАБОТ И УСЛУГ СОБСТВЕННЫМИ СИЛАМИ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ 13.2.6. «Обеспечение электрической энергией, газом и паром; кондиционирование воздуха» в соответствии с ОКВЭД2 (в фактически действовавших ценах; миллионов рублей)",,,,,,,,,,,,,,,,,,126863.0,144762.0,
"13.2. ОБЪЕМ ОТГРУЖЕННЫХ ТОВАРОВ СОБСТВЕННОГО ПРОИЗВОДСТВА, ВЫПОЛНЕННЫХ РАБОТ И УСЛУГ СОБСТВЕННЫМИ СИЛАМИ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ 13.2.7. «Водоснабжение; водоотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений» в соответствии с ОКВЭД2 (в фактически действовавших ценах; миллионов рублей)",,,,,,,,,,,,,,,,,,28212.0,39541.0,
13.3. ИНДЕКСЫ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА 13.3.1.   В соответствии с ОКВЭД  (в процентах к предыдущему году),107.1,106,99.1,105,106.1,104.8,108.1,107.3,104.0,95.6,105.1,106.3,106.9,101.7,101.3,101.5,103.5,,,
13.3. ИНДЕКСЫ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА 13.3.2. В соответствии с ОКВЭД2 (в процентах к предыдущему году),,,,,,,,,,,,,,,,101.5,103.5,101.8,102.1,
13.4. ИНДЕКСЫ ПРОИЗВОДСТВА по виду экономической деятельности «Добыча полезных ископаемых» 13.4.1. В соответствии с ОКВЭД  (в процентах к предыдущему году),103.7,103.6,101.4,101.5,102.7,102.5,101.9,101.8,101.1,100.6,100,100.5,100.5,100.5,100.7,102.7,104.3,,,
13.4. ИНДЕКСЫ ПРОИЗВОДСТВА по виду экономической деятельности «Добыча полезных ископаемых» 13.4.2. В соответствии с ОКВЭД2 (в процентах к предыдущему году),,,,,,,,,,,,,,,,102.7,104.3,100.4,101.7,
13.5. ИНДЕКСЫ ПРОИЗВОДСТВА  по виду экономической деятельности «Обрабатывающие производства» 13.5.1. В соответствии с ОКВЭД  (в процентах к предыдущему году),112.1,110.1,95.7,110.2,111.4,107.8,115.6,117.1,109.3,90.0,111.6,114.5,114.8,103.3,101.9,101.1,102.8,,,
13.5. ИНДЕКСЫ ПРОИЗВОДСТВА  по виду экономической деятельности «Обрабатывающие производства» 13.5.2. В соответствии с ОКВЭД2 (в процентах к предыдущему году),,,,,,,,,,,,,,,,101.1,102.7,102.9,100.8,
"13.6. ИНДЕКСЫ ПРОИЗВОДСТВА по виду экономической деятельности  «Производство и распределение электроэнергии, газа и воды» в соответствии с ОКВЭД  (в процентах к предыдущему году)",106.6,99.1,102,101.9,100.7,100.7,105.1,100.1,97.2,92.4,108.5,100.7,101.1,94.9,100.2,97.2,105.6,,,
"13.7. ИНДЕКСЫ ПРОИЗВОДСТВА по виду экономической деятельности «Обеспечение электрической энергией, газом и паром; кондиционирование воздуха» в соответствии с ОКВЭД2 (в процентах к предыдущему году)",,,,,,,,,,,,,,,,95.5,104.0,99.9,120.4,
"13.8. ИНДЕКСЫ ПРОИЗВОДСТВА по виду экономической деятельности «Водоснабжение; водоотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений»  в соответствии с ОКВЭД2 (в процентах к предыдущему году)",,,,,,,,,,,,,,,,106.7,114.7,117.5,105.8,
13.9. МОЩНОСТЬ ЭЛЕКТРОСТАНЦИЙ  (миллионов киловатт),7.1,7.1,7.1,7.1,7.1,7.0773,7.1,7.2,7.3,7.0,7.0,7.0,7.0,7.0,7.3,7.3,7.7,8.1404,8.171505,
13.10. ПРОИЗВОДСТВО ЭЛЕКТРОЭНЕРГИИ (миллиардов киловатт-часов),23.3,23,23,23.5,23.7,23.8,25,25.1,24.7,22.4,24.5,24.4,24.6,23.2,22.3,21.3,22.2,22.171023,27.726598000000003,
ЧИСЛО БОЛЬНИЧНЫХ КОЕК 5.1.1. Всего (на конец года; тысяч коек),43.1,42.8,42.2,41.1,41.063,40.3,38.117,37.45,30.485,30.237,29.4,29.179,28.6,27.5,25.4,25.4,25.3,24.7,24.659,
ЧИСЛО БОЛЬНИЧНЫХ КОЕК 5.1.2. На 10 000 человек населения (на конец года; коек ),113.8,113.1,111.8,108.9,109,107.1,109.0,99.4,80.8,79.9,77.6,76.7,74.8,71.6,65.9,65.8,65.2,63.4,63.3,
5.2. ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ НА ОДНУ БОЛЬНИЧНУЮ КОЙКУ (на конец года; человек),87.9,88.4,89.4,91.82091404652974,91.76550666049728,93.4,98.72513576619356,100.5815220293725,123.78304083975726,125.15983728544498,128.9,130.3,133.7,139.7,151.8,152.0,153.3,157.6,158.10162618111033,
МОЩНОСТЬ АМБУЛАТОРНО-ПОЛИКЛИНИЧЕСКИХ ОРГАНИЗАЦИЙ 5.3.1 . Всего (на конец года; тысяч посещений в смену),83.4,84.7,84.9,84.5,84.439,85.3,85.106,84.436,84.4756,83.2241,84.8,91.8966,94.9,93.5,102.1,92.2,93.4,94.5,94.236,
МОЩНОСТЬ АМБУЛАТОРНО-ПОЛИКЛИНИЧЕСКИХ ОРГАНИЗАЦИЙ 5.3.2. На 10 000 человек населения (на конец года; посещений в смену),220.3,224,224.6,223.9,224.0850790317945,226.8,226.15892297479795,224.2,223.9,219.9,223.9,241.6,248.3,243.5,264.7,238.3,240.5,242.6,241.7,
ЧИСЛЕННОСТЬ ВРАЧЕЙ ВСЕХ СПЕЦИАЛЬНОСТЕЙ 5.4.1. Всего (тысяч человек),16.7,16.7,16.9,17.1,16.906,16.9,17.024,16.857,16.228,16.611,16.7,16.823,16.0,15.9,16.2,15.7,15.6,16.2,16.466,
ЧИСЛЕННОСТЬ ВРАЧЕЙ ВСЕХ СПЕЦИАЛЬНОСТЕЙ 5.4.2. На 10 000 человек населения (человек),44.2,44.1,44.7,45.4,44.9,44.9,45.2,44.8,43.0,43.9,44.2,44.2,41.9,41.4,42.1,40.6,40.2,41.5,42.2,
НАГРУЗКА НА РАБОТНИКОВ СФЕРЫ ЗДРАВООХРАНЕНИЯ 5.5.1. Численность населения на одного врача (на конец года; человек),226.4,226.5,223.6,220.4,222.9,222.6,221.0,223.5,232.5,227.8,226.5,226.1,238.4,241.4,237.6,246.3,248.6,241.1,236.76837118911698,
НАГРУЗКА НА РАБОТНИКОВ СФЕРЫ ЗДРАВООХРАНЕНИЯ 5.5.2. Численность населения на одного работника  среднего медицинского персонала (на конец года; человек),82.1,85.7,84.6,84.3,85.8,87.6,88.5,89.3,93.3,93.7,93.9,93.3,93.4,93.7,94.0,89.4,89.5,89.9,90.86228354347776,
ЧИСЛЕННОСТЬ СРЕДНЕГО МЕДИЦИНСКОГО ПЕРСОНАЛА 5.6.1.  Всего (на конец года; тысяч человек),46.1,44.1,44.6,44.7,43.9,43,42.5,42.2,40.4,40.4,40.3,40.8,40.9,41.0,41.0,43.3,43.4,43.3,42.9,
ЧИСЛЕННОСТЬ СРЕДНЕГО МЕДИЦИНСКОГО ПЕРСОНАЛА 5.6.2. На 10 000 человек населения (на конец года; человек),121.8,116.7,118.2,118.6,116.6,114.2,113.0,112.0,107.2,106.8,106.5,107.2,107.0,106.7,106.4,111.9,111.8,111.2,110.1,
ПРЕРЫВАНИЕ БЕРЕМЕННОСТИ (АБОРТЫ) 5.7.1.  На 1000 женщин 15 - 49 лет,64,60,56,52,48,44,41.0,37.0,34.0,33.0,30.0,30.0,29.0,28.0,27.0,24.0,24.0,24.0,20.257962747393304,
ПРЕРЫВАНИЕ БЕРЕМЕННОСТИ (АБОРТЫ) 5.7.2. На 100 родов,186,172,154,142,130,126,115.0,94.0,80.0,73.0,63.0,60.0,52.0,48.0,45.0,40.0,40.0,45.0,41.0,
"5.8. ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения (зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни)",,,,,760.8,804.5,834.7,824.7,818.7,865.4,846.2,849.8,845.2,831.6,841.1,804.2,792.3,794.0,775.1,
"ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения ПО ОСНОВНЫМ КЛАССАМ БОЛЕЗНЕЙ;2) 5.9.1. Некоторые инфекционные и паразитарные болезни (зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни)",,,,,33.9,33.6,34.8,34.2,36.3,35.5,35.3,36.6,35.9,33.4,31.2,27.0,29.0,27.9,27.4,
"ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения ПО ОСНОВНЫМ КЛАССАМ БОЛЕЗНЕЙ;2) 5.9.2. Новообразования (зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни)",,,,,8.3,9.1,10.1,9.4,9.1,9.0,10.0,10.3,10.2,10.6,10.6,10.7,10.1,10.5,9.7,
"ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения ПО ОСНОВНЫМ КЛАССАМ БОЛЕЗНЕЙ;2) 5.9.3. Болезни крови, кроветворных органов и отдельные нарушения, вовлекающие иммунный механизм (зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни)",,,,,5.7,6.3,7.4,7.6,7.3,7.0,7.0,7.2,7.3,7.1,6.9,7.4,7.2,7.0,6.9,
"ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения ПО ОСНОВНЫМ КЛАССАМ БОЛЕЗНЕЙ;2) 5.9.4. Болезни эндокринной системы, расстройства питания и нарушения обмена веществ (зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни)",,,,,7.3,8.1,11.2,10.4,9.8,9.3,9.6,9.4,8.5,8.6,9.7,10.9,13.3,13.0,10.7,
"ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения ПО ОСНОВНЫМ КЛАССАМ БОЛЕЗНЕЙ;2) 5.9.5 Болезни нервной системы (зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни)",,,,,16.6,16.1,17.57676645439702,18.3,18.8,18.7,18.6,18.1,16.8,17.7,16.1,16.0,15.1,13.6,13.9,
"ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения ПО ОСНОВНЫМ КЛАССАМ БОЛЕЗНЕЙ;2) 5.9.6. Болезни глаза и его придаточного аппарата (зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни)",,,,,32.39135254636088,35,38.32761040763586,34.0,32.40108091132665,30.107234945191735,29.8,29.0,30.3,29.8,28.3,26.5,25.6,27.8,28.1,
"ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения ПО ОСНОВНЫМ КЛАССАМ БОЛЕЗНЕЙ;2) 5.9.7. Болезни уха и сосцевидного отростка (зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни)",,,,,26.8,29.1,28.5,27.875329819157905,28.9,29.9,30.5,28.8,28.0,26.3,26.7,22.7,22.6,22.2,21.6,
"ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения ПО ОСНОВНЫМ КЛАССАМ БОЛЕЗНЕЙ;2) 5.9.8. Болезни системы кровообращения (зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни)",,,,,27.7,37.0,46.3,38.4,32.8,31.7,30.7,30.2,28.7,32.7,30.3,32.8,30.7,40.4,38.3,
"ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения ПО ОСНОВНЫМ КЛАССАМ БОЛЕЗНЕЙ;2) 5.9.9. Болезни органов дыхания (зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни)",,,,,276.7,285.8,284.5,293.1,300.8,359.9,336.5,344.8,340.3,338.0,355.2,345.8,350.5,353.7,360.2,
"ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения ПО ОСНОВНЫМ КЛАССАМ БОЛЕЗНЕЙ;2) 5.9.10. Болезни органов пищеварения (зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни)",,,,,27.7,30.0,33.3,32.1,33.94452000874235,33.3,34.1,32.6,33.7,33.3,35.6,33.3,30.1,31.1,26.9,
"ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения ПО ОСНОВНЫМ КЛАССАМ БОЛЕЗНЕЙ;2) 5.9.11. Болезни кожи и подкожной клетчатки (зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни)",,,,,46.1,45.2,49.2,46.5,48.0,47.3,53.0,52.2,52.6,49.5,48.2,47.8,44.7,41.0,40.9,
